,question,label
1862,hey guy general question if I get into data analytic be I able to later easily move to data science for ml ai ? ,DIRECT
5971,what do you make of this ? ,DIRECT
317,how old be you ? ,DIRECT
5137,hi when I have feature with high correlation what can I do with that feature ? also if I try delete some feature with high correlation and after that I get the same accuracy what do you advice I do ? thank ,DIRECT
6668,I actually have the same challenge now in the second company I work in we be resell software and service from other vendor for this we get a lot of invoice data from they which we have to process to generate invoice to invoice our customer today we do this in a big excel with a lot of manual work and I have the task to transform it into an automate system to store the raw invoice data we want to go for a data lake solution because when I have the data there I can easily reuse it for other thing but which tool should we use for the processing itself ? check the data against our customer data check for miss price wrong project reference and so on we have in house developer but not a lot of data people and we use the microsoft azure stack so my question be what kind of tool allow processing of the data adla u sql data brick with custom net code or some other tool ? I need a hint which tool I should research for this task thank for any suggestion ,DIRECT
954,I mean in like when I be ? ,DIRECT
3384,again be this a cuda graph or a tf graph and which version of tf ? give that there s a static and a dynamic type of graph it s possible a frozen graph refer to one but it might be something else ,DIRECT
5110,I m not sure how naive of a question this be but be there situation where focus on minimize false negative supersede minimize false positive ? and could anyone provide a simple example ,DIRECT
2934,but do the category make sense ? ,DIRECT
1502,why on god s green earth vandy would build shitty course like that they be a really good school do they want even more money by peddle shit tier course now ? er nvm its a free course I guess it help people on understanding prompt ,DIRECT
1910,for example when I do deep learn I m pretty happy about notebook cause I do not have to reload some stuff and no I m not in a big team I be the first in my company do data science even tho its a big one could also do it in python but I do hate to reload so many stuff like you know ? sure ipython would be the clean alternative for not notebooke but notebook still build up on to autoreload and I start with plain py for half a year and then move onto notebook for my give reason ,DIRECT
3265,why do not you ask the people of this community specific question you have on those topic ? ,DIRECT
4910,hello how long do it take to train fasttext use million text ? currently my fasttext have run for 12 hour and its still not finish be it normal ? ,DIRECT
